week,product_id,product,category,state,price,quantity,log_price,log_quantity,seasonality,elasticity,intercept
25,Honda (NewYork),Honda,Sedan,NewYork,302.63,425395,5.7125,12.9608,0.1205,-0.5249548804193542,11.789472116237455
26,Honda (NewYork),Honda,Sedan,NewYork,287.94,486988,5.6628,13.096,-0.0,-0.5249548804193542,11.789472116237455
27,Honda (NewYork),Honda,Sedan,NewYork,273.29,503681,5.6105,13.1297,-0.1205,-0.5249548804193542,11.789472116237455
28,Honda (NewYork),Honda,Sedan,NewYork,264.98,448017,5.5796,13.0126,-0.2393,-0.5249548804193542,11.789472116237455
29,Honda (NewYork),Honda,Sedan,NewYork,251.62,357166,5.5279,12.786,-0.3546,-0.5249548804193542,11.789472116237455
30,Honda (NewYork),Honda,Sedan,NewYork,232.69,403309,5.4497,12.9075,-0.4647,-0.5249548804193542,11.789472116237455
31,Honda (NewYork),Honda,Sedan,NewYork,235.26,433116,5.4607,12.9788,-0.5681,-0.5249548804193542,11.789472116237455
32,Honda (NewYork),Honda,Sedan,NewYork,238.04,461267,5.4724,13.0417,-0.6631,-0.5249548804193542,11.789472116237455
33,Honda (NewYork),Honda,Sedan,NewYork,259.16,404616,5.5575,12.9107,-0.7485,-0.5249548804193542,11.789472116237455
34,Honda (NewYork),Honda,Sedan,NewYork,250.65,457934,5.524,13.0345,-0.823,-0.5249548804193542,11.789472116237455
35,Honda (NewYork),Honda,Sedan,NewYork,254.38,464954,5.5388,13.0497,-0.8855,-0.5249548804193542,11.789472116237455
36,Honda (NewYork),Honda,Sedan,NewYork,258.39,454969,5.5545,13.028,-0.935,-0.5249548804193542,11.789472116237455
37,Honda (NewYork),Honda,Sedan,NewYork,255.13,449307,5.5418,13.0155,-0.9709,-0.5249548804193542,11.789472116237455
38,Honda (NewYork),Honda,Sedan,NewYork,264.81,325467,5.579,12.693,-0.9927,-0.5249548804193542,11.789472116237455
39,Honda (NewYork),Honda,Sedan,NewYork,275.27,387055,5.6178,12.8663,-1.0,-0.5249548804193542,11.789472116237455
40,Honda (NewYork),Honda,Sedan,NewYork,279.82,342440,5.6341,12.7439,-0.9927,-0.5249548804193542,11.789472116237455
41,Honda (NewYork),Honda,Sedan,NewYork,276.26,306845,5.6214,12.6341,-0.9709,-0.5249548804193542,11.789472116237455
42,Honda (NewYork),Honda,Sedan,NewYork,271.37,365648,5.6035,12.8094,-0.935,-0.5249548804193542,11.789472116237455
43,Honda (NewYork),Honda,Sedan,NewYork,253.43,468634,5.5351,13.0576,-0.8855,-0.5249548804193542,11.789472116237455
44,Honda (NewYork),Honda,Sedan,NewYork,243.42,444289,5.4948,13.0042,-0.823,-0.5249548804193542,11.789472116237455
45,Honda (NewYork),Honda,Sedan,NewYork,235.97,555470,5.4637,13.2276,-0.7485,-0.5249548804193542,11.789472116237455
46,Honda (NewYork),Honda,Sedan,NewYork,223.07,462339,5.4075,13.0441,-0.6631,-0.5249548804193542,11.789472116237455
47,Honda (NewYork),Honda,Sedan,NewYork,228.03,595014,5.4295,13.2963,-0.5681,-0.5249548804193542,11.789472116237455
48,Honda (NewYork),Honda,Sedan,NewYork,242.09,430611,5.4893,12.973,-0.4647,-0.5249548804193542,11.789472116237455
49,Honda (NewYork),Honda,Sedan,NewYork,231.35,428995,5.4439,12.9692,-0.3546,-0.5249548804193542,11.789472116237455
50,Honda (NewYork),Honda,Sedan,NewYork,234.65,375218,5.4581,12.8353,-0.2393,-0.5249548804193542,11.789472116237455
51,Honda (NewYork),Honda,Sedan,NewYork,222.83,504536,5.4064,13.1314,-0.1205,-0.5249548804193542,11.789472116237455
52,Honda (NewYork),Honda,Sedan,NewYork,219.45,436489,5.3911,12.9865,0.0,-0.5249548804193542,11.789472116237455
53,Honda (NewYork),Honda,Sedan,NewYork,212.01,454536,5.3566,13.027,0.1205,-0.5249548804193542,11.789472116237455
54,Honda (NewYork),Honda,Sedan,NewYork,218.49,585736,5.3867,13.2806,0.2393,-0.5249548804193542,11.789472116237455
55,Honda (NewYork),Honda,Sedan,NewYork,211.2,585926,5.3528,13.2809,0.3546,-0.5249548804193542,11.789472116237455
56,Honda (NewYork),Honda,Sedan,NewYork,222.15,591462,5.4034,13.2904,0.4647,-0.5249548804193542,11.789472116237455
57,Honda (NewYork),Honda,Sedan,NewYork,219.44,515787,5.3911,13.1534,0.5681,-0.5249548804193542,11.789472116237455
58,Honda (NewYork),Honda,Sedan,NewYork,212.43,566640,5.3586,13.2475,0.6631,-0.5249548804193542,11.789472116237455
59,Honda (NewYork),Honda,Sedan,NewYork,199.52,603826,5.2959,13.311,0.7485,-0.5249548804193542,11.789472116237455
60,Honda (NewYork),Honda,Sedan,NewYork,202.07,685710,5.3086,13.4382,0.823,-0.5249548804193542,11.789472116237455
61,Honda (NewYork),Honda,Sedan,NewYork,211.32,755786,5.3534,13.5355,0.8855,-0.5249548804193542,11.789472116237455
62,Honda (NewYork),Honda,Sedan,NewYork,214.22,644967,5.367,13.377,0.935,-0.5249548804193542,11.789472116237455
63,Honda (NewYork),Honda,Sedan,NewYork,239.6,730542,5.479,13.5015,0.9709,-0.5249548804193542,11.789472116237455
64,Honda (NewYork),Honda,Sedan,NewYork,257.35,607879,5.5505,13.3177,0.9927,-0.5249548804193542,11.789472116237455
65,Honda (NewYork),Honda,Sedan,NewYork,253.43,555304,5.5351,13.2273,1.0,-0.5249548804193542,11.789472116237455
66,Honda (NewYork),Honda,Sedan,NewYork,249.43,650446,5.5192,13.3854,0.9927,-0.5249548804193542,11.789472116237455
67,Honda (NewYork),Honda,Sedan,NewYork,255.36,699283,5.5427,13.4578,0.9709,-0.5249548804193542,11.789472116237455
68,Honda (NewYork),Honda,Sedan,NewYork,244.88,755202,5.5008,13.5347,0.935,-0.5249548804193542,11.789472116237455
69,Honda (NewYork),Honda,Sedan,NewYork,259.58,637789,5.5591,13.3658,0.8855,-0.5249548804193542,11.789472116237455
70,Honda (NewYork),Honda,Sedan,NewYork,264.32,558860,5.5772,13.2337,0.823,-0.5249548804193542,11.789472116237455
71,Honda (NewYork),Honda,Sedan,NewYork,267.73,522128,5.59,13.1657,0.7485,-0.5249548804193542,11.789472116237455
72,Honda (NewYork),Honda,Sedan,NewYork,277.08,593686,5.6243,13.2941,0.6631,-0.5249548804193542,11.789472116237455
73,Honda (NewYork),Honda,Sedan,NewYork,302.01,629921,5.7105,13.3533,0.5681,-0.5249548804193542,11.789472116237455
74,Honda (NewYork),Honda,Sedan,NewYork,304.6,544526,5.719,13.2077,0.4647,-0.5249548804193542,11.789472116237455
75,Honda (NewYork),Honda,Sedan,NewYork,302.89,550722,5.7134,13.219,0.3546,-0.5249548804193542,11.789472116237455
76,Honda (NewYork),Honda,Sedan,NewYork,326.62,495173,5.7888,13.1127,0.2393,-0.5249548804193542,11.789472116237455
77,Honda (NewYork),Honda,Sedan,NewYork,342.81,475111,5.8372,13.0713,0.1205,-0.5249548804193542,11.789472116237455
78,Honda (NewYork),Honda,Sedan,NewYork,337.35,462788,5.8211,13.045,0.0,-0.5249548804193542,11.789472116237455
79,Honda (NewYork),Honda,Sedan,NewYork,337.44,469835,5.8214,13.0601,-0.1205,-0.5249548804193542,11.789472116237455
80,Honda (NewYork),Honda,Sedan,NewYork,340.75,569517,5.8312,13.2525,-0.2393,-0.5249548804193542,11.789472116237455
81,Honda (NewYork),Honda,Sedan,NewYork,346.97,426511,5.8492,12.9634,-0.3546,-0.5249548804193542,11.789472116237455
82,Honda (NewYork),Honda,Sedan,NewYork,324.22,442795,5.7814,13.0009,-0.4647,-0.5249548804193542,11.789472116237455
83,Honda (NewYork),Honda,Sedan,NewYork,300.15,408663,5.7043,12.9206,-0.5681,-0.5249548804193542,11.789472116237455
84,Honda (NewYork),Honda,Sedan,NewYork,287.13,509843,5.6599,13.1419,-0.6631,-0.5249548804193542,11.789472116237455
85,Honda (NewYork),Honda,Sedan,NewYork,273.6,552835,5.6117,13.2228,-0.7485,-0.5249548804193542,11.789472116237455
86,Honda (NewYork),Honda,Sedan,NewYork,264.94,579887,5.5795,13.2706,-0.823,-0.5249548804193542,11.789472116237455
87,Honda (NewYork),Honda,Sedan,NewYork,273.48,478372,5.6112,13.0781,-0.8855,-0.5249548804193542,11.789472116237455
88,Honda (NewYork),Honda,Sedan,NewYork,271.18,510817,5.6028,13.1438,-0.935,-0.5249548804193542,11.789472116237455
89,Honda (NewYork),Honda,Sedan,NewYork,273.86,468215,5.6126,13.0567,-0.9709,-0.5249548804193542,11.789472116237455
90,Honda (NewYork),Honda,Sedan,NewYork,257.59,516024,5.5514,13.1539,-0.9927,-0.5249548804193542,11.789472116237455
91,Honda (NewYork),Honda,Sedan,NewYork,251.72,499127,5.5283,13.1206,-1.0,-0.5249548804193542,11.789472116237455
92,Honda (NewYork),Honda,Sedan,NewYork,259.22,457589,5.5577,13.0337,-0.9927,-0.5249548804193542,11.789472116237455
93,Honda (NewYork),Honda,Sedan,NewYork,267.04,453951,5.5874,13.0257,-0.9709,-0.5249548804193542,11.789472116237455
94,Honda (NewYork),Honda,Sedan,NewYork,257.54,490050,5.5512,13.1023,-0.935,-0.5249548804193542,11.789472116237455
95,Honda (NewYork),Honda,Sedan,NewYork,259.63,469908,5.5593,13.0603,-0.8855,-0.5249548804193542,11.789472116237455
96,Honda (NewYork),Honda,Sedan,NewYork,289.81,447061,5.6692,13.0105,-0.823,-0.5249548804193542,11.789472116237455
97,Honda (NewYork),Honda,Sedan,NewYork,289.55,573526,5.6683,13.2596,-0.7485,-0.5249548804193542,11.789472116237455
98,Honda (NewYork),Honda,Sedan,NewYork,279.69,653457,5.6337,13.39,-0.6631,-0.5249548804193542,11.789472116237455
99,Honda (NewYork),Honda,Sedan,NewYork,277.27,428203,5.625,12.9674,-0.5681,-0.5249548804193542,11.789472116237455
100,Honda (NewYork),Honda,Sedan,NewYork,278.55,432045,5.6296,12.9763,-0.4647,-0.5249548804193542,11.789472116237455
101,Honda (NewYork),Honda,Sedan,NewYork,276.45,453546,5.622,13.0249,-0.3546,-0.5249548804193542,11.789472116237455
102,Honda (NewYork),Honda,Sedan,NewYork,276.02,526072,5.6205,13.1732,-0.2393,-0.5249548804193542,11.789472116237455
103,Honda (NewYork),Honda,Sedan,NewYork,256.8,601368,5.5483,13.307,-0.1205,-0.5249548804193542,11.789472116237455
0,Hyundai (Florida),Hyundai,Sedan,Florida,409.71,731962,6.0155,13.5035,0.0,-0.6451035188653836,12.902489406547025
1,Hyundai (Florida),Hyundai,Sedan,Florida,406.34,697869,6.0072,13.4558,0.1205,-0.6451035188653836,12.902489406547025
2,Hyundai (Florida),Hyundai,Sedan,Florida,395.0,768612,5.9789,13.5523,0.2393,-0.6451035188653836,12.902489406547025
3,Hyundai (Florida),Hyundai,Sedan,Florida,391.52,694032,5.97,13.4503,0.3546,-0.6451035188653836,12.902489406547025
4,Hyundai (Florida),Hyundai,Sedan,Florida,392.71,735878,5.9731,13.5088,0.4647,-0.6451035188653836,12.902489406547025
5,Hyundai (Florida),Hyundai,Sedan,Florida,410.57,731283,6.0176,13.5026,0.5681,-0.6451035188653836,12.902489406547025
6,Hyundai (Florida),Hyundai,Sedan,Florida,408.54,628384,6.0126,13.3509,0.6631,-0.6451035188653836,12.902489406547025
7,Hyundai (Florida),Hyundai,Sedan,Florida,416.77,659060,6.0325,13.3986,0.7485,-0.6451035188653836,12.902489406547025
